Row,userid,mood,activity.daily_routines,activity.emotional,activity.entertainment,activity.intellectual,activity.live_music,activity.music_listening,activity.on_the_move,activity.physical,activity.social
Row 4055,430,slow,0,1,0,1,0,0,0,0,0
Row 4056,430,sorry,0,0,1,0,0,1,0,0,0
Row 4057,430,uplifting,0,0,0,0,0,0,0,0,1
Row 4058,432,repetitive,0,0,0,0,0,0,0,0,0
Row 4059,433,adorable,0,0,0,0,0,0,0,1,0
Row 4060,433,amazed,0,0,0,1,0,0,0,0,0
Row 4061,433,angry,0,0,0,1,0,0,0,0,0
Row 4062,433,cool,0,0,0,1,0,0,0,0,0
Row 4063,433,dancing,0,1,0,0,0,0,0,0,0
Row 4064,433,deep,0,0,0,0,0,0,0,1,0
Row 4065,433,delighted,1,0,0,0,0,0,0,0,0
Row 4066,433,dramatic,0,0,0,0,0,0,0,1,0
Row 4067,433,dreamy,0,0,0,1,0,0,0,0,0
Row 4068,433,easy,0,0,0,0,0,0,0,1,0
Row 4069,433,elegant,0,0,1,0,0,1,0,0,0
Row 4070,433,epic,0,0,1,0,0,0,0,0,0
Row 4071,433,euphoric,0,0,1,0,0,0,0,0,0
Row 4072,433,fantastic,0,0,1,0,0,0,0,0,0
Row 4073,433,fast,1,0,0,0,0,0,0,0,0
Row 4074,433,friendly,1,0,0,0,0,0,0,1,0
Row 4075,433,fun,0,0,0,0,0,0,0,1,0
Row 4076,433,glorious,0,0,1,0,0,0,0,0,0
Row 4077,433,graceful,0,0,1,0,0,0,0,0,0
Row 4078,433,happy,0,0,0,1,0,0,0,0,0
Row 4079,433,inspired,0,0,0,0,0,0,0,1,0
Row 4080,433,interested,1,0,0,0,0,1,0,0,0
Row 4081,433,liberated,0,0,0,0,0,0,0,1,0
Row 4082,433,liked,0,0,0,1,0,0,0,0,0
Row 4083,433,moody,0,1,0,0,0,0,0,0,0
Row 4084,433,playful,0,0,1,0,0,0,0,0,0
Row 4085,433,positive,0,0,0,0,0,0,0,1,0
Row 4086,433,powerful,0,0,1,0,0,0,0,0,0
Row 4087,433,reflective,0,0,0,1,0,0,0,0,0
Row 4088,433,religious,0,0,0,0,1,0,0,0,0
Row 4089,433,retro,0,1,0,0,0,0,0,0,0
Row 4090,433,romantic,0,0,1,0,0,0,0,0,0
Row 4091,433,satisfied,0,0,0,0,0,0,0,1,0
Row 4092,433,sensual,0,1,0,0,0,0,0,0,0
Row 4093,433,sentimental,0,0,0,1,0,0,0,0,0
Row 4094,433,severe,0,0,1,0,0,0,0,0,0
Row 4095,433,slow,0,1,0,0,0,0,0,0,0
Row 4096,433,soft,0,0,0,0,1,0,0,0,0
Row 4097,433,sorry,0,0,0,0,1,0,0,0,0
Row 4098,433,stimulated,0,0,0,0,0,0,0,1,0
Row 4099,433,strong,0,0,0,0,0,0,0,1,0
Row 4100,433,tranquil,0,1,0,0,0,0,0,0,0
Row 4101,435,passionate,0,1,1,0,1,1,1,0,1
Row 4102,435,serene,0,1,0,0,0,1,1,0,0
Row 4103,436,aggressive,0,0,0,0,1,0,0,0,1
Row 4104,436,driving,0,1,0,0,1,1,0,0,0
Row 4105,436,furious,1,0,0,1,0,0,0,0,0
Row 4106,436,motivational,0,0,0,0,0,0,0,0,1
Row 4107,436,peaceful,0,0,0,0,0,0,0,1,0
Row 4108,436,sad,0,0,1,0,0,0,0,1,0
Row 4109,436,sentimental,1,0,0,0,0,0,0,0,0
Row 4110,436,sorry,0,1,0,0,0,0,0,0,0
Row 4111,438,enthusiastic,1,0,0,0,0,0,0,0,0
Row 4112,440,adorable,0,0,0,0,1,0,0,0,0
Row 4113,440,aggressive,0,0,0,0,0,1,0,0,0
Row 4114,440,amazed,0,1,0,0,0,0,0,0,0
Row 4115,440,angry,0,0,0,0,0,0,0,0,1
Row 4116,440,animated,0,0,0,0,1,0,0,0,0
Row 4117,440,bitchy,0,1,1,0,0,0,0,0,0
Row 4118,440,bored,0,0,0,0,0,0,0,0,1
Row 4119,440,celebratory,0,0,1,0,0,0,0,0,0
Row 4120,440,cool,0,0,0,0,0,1,0,0,0
Row 4121,440,dancing,1,0,0,1,0,0,1,0,0
Row 4122,440,deep,0,0,0,0,0,0,0,0,1
Row 4123,440,delighted,0,1,0,0,0,0,0,0,0
Row 4124,440,dramatic,0,0,0,0,0,0,0,1,0
Row 4125,440,dreamy,0,0,0,0,0,0,0,0,1
Row 4126,440,driving,0,0,0,0,0,0,0,1,0
Row 4127,440,easy,0,0,0,0,0,1,0,0,0
Row 4128,440,elegant,0,0,0,0,0,1,0,0,0
Row 4129,440,emotional,0,0,0,0,0,0,0,1,0
Row 4130,440,encouraged,0,0,0,0,0,1,0,0,0
Row 4131,440,energetic,0,0,0,0,0,1,0,0,0
Row 4132,440,enthusiastic,0,0,0,0,0,1,0,0,0
Row 4133,440,epic,0,1,0,0,0,0,0,0,0
Row 4134,440,euphoric,0,0,0,0,0,0,1,0,0
Row 4135,440,excited,0,0,0,0,1,0,0,0,0
Row 4136,440,fantastic,0,1,0,0,0,0,0,0,0
Row 4137,440,fast,0,0,0,0,1,0,0,0,0
Row 4138,440,festive,0,0,0,0,0,0,0,0,1
Row 4139,440,free,0,0,1,0,0,0,0,0,0
Row 4140,440,friendly,0,0,0,0,0,0,0,0,1
Row 4141,440,fun,0,0,0,0,0,0,0,0,1
Row 4142,440,funny,0,0,0,0,1,0,0,0,0
Row 4143,440,furious,0,0,0,0,0,0,0,0,1
Row 4144,440,gentle,0,0,0,0,0,1,0,0,0
Row 4145,440,glorious,0,0,0,0,0,0,1,0,0
Row 4146,440,good,0,0,0,0,0,0,0,0,0
Row 4147,440,graceful,0,0,0,0,0,1,0,0,0
Row 4148,440,happy,0,1,0,0,0,0,0,0,0
Row 4149,440,heroic,0,1,0,0,0,0,0,0,0
Row 4150,440,hot,0,0,0,0,0,0,0,0,1
Row 4151,440,in_love,0,1,0,0,0,0,0,0,0
Row 4152,440,inspired,0,1,0,0,0,0,0,0,0
Row 4153,440,intense,0,0,1,0,0,0,0,0,0
Row 4154,440,interested,0,0,0,0,0,1,0,0,0
Row 4155,440,joyful,0,0,0,0,1,0,0,0,0
Row 4156,440,jumpy,0,0,0,0,1,0,0,0,0
Row 4157,440,liberated,0,0,1,0,0,0,0,0,0
Row 4158,440,light_hearted,0,0,0,0,0,0,1,0,0
Row 4159,440,liked,0,0,0,0,0,0,0,0,1
Row 4160,440,loud,0,0,0,0,1,0,0,0,0
Row 4161,440,melancholic,0,0,0,0,0,1,0,0,0
Row 4162,440,moody,0,1,0,0,0,0,0,0,0
Row 4163,440,motivational,0,0,0,0,0,1,0,0,0
Row 4164,440,nocturnal,0,0,0,1,0,0,0,0,0
Row 4165,440,passionate,1,0,0,0,0,0,0,0,0
Row 4166,440,peaceful,0,0,0,0,1,0,0,0,0
Row 4167,440,playful,0,0,0,0,0,0,1,0,0
Row 4168,440,pleasant,0,0,0,0,0,0,0,0,1
Row 4169,440,positive,0,0,0,0,0,0,0,0,1
Row 4170,440,powerful,0,1,0,0,0,0,0,0,0
Row 4171,440,pulsating,0,1,0,0,0,0,0,0,0
Row 4172,440,reflective,0,0,0,1,0,0,0,0,0
Row 4173,440,relaxed,0,0,0,0,0,0,1,0,0
Row 4174,440,religious,1,0,0,0,0,0,0,0,0
Row 4175,440,repetitive,0,0,0,0,0,0,1,0,0
Row 4176,440,retro,0,0,0,0,0,0,0,0,1
Row 4177,440,rhythmical,0,0,0,1,0,0,0,0,0
Row 4178,440,romantic,0,0,1,0,0,0,0,0,0
Row 4179,440,sad,0,0,0,1,0,0,0,0,0
Row 4180,440,satisfied,0,0,1,0,0,0,0,0,0
Row 4181,440,sensual,0,0,0,0,0,0,1,0,0
Row 4182,440,sentimental,0,0,1,0,0,0,0,0,0
Row 4183,440,serene,0,0,0,0,0,0,0,1,0
Row 4184,440,severe,0,0,0,0,1,0,0,0,0
Row 4185,440,sexual,0,0,0,0,0,0,0,0,1
Row 4186,440,sexy,0,0,0,0,0,0,1,0,0
Row 4187,440,slow,0,0,0,1,0,0,0,0,0
Row 4188,440,smooth,0,0,0,0,0,0,1,0,0
Row 4189,440,soft,0,0,0,0,0,0,0,0,1
Row 4190,440,sorry,1,0,0,0,0,0,0,0,0
Row 4191,440,spiritual,0,0,0,0,0,0,0,0,1
Row 4192,440,spontaneous,0,0,0,0,0,0,0,1,0
Row 4193,440,stimulated,0,0,0,0,1,0,0,0,0
Row 4194,440,strong,0,0,0,0,0,0,0,0,1
Row 4195,440,stylish,1,0,0,0,0,0,0,0,0
Row 4196,440,successful,0,0,0,0,1,0,0,0,0
Row 4197,440,tragic,0,0,0,0,1,0,0,0,0
Row 4198,440,tranquil,0,1,0,0,0,0,0,0,0
Row 4199,440,uplifting,1,0,1,0,1,1,1,1,0
Row 4200,444,bitchy,0,1,1,1,0,0,0,0,0
Row 4201,444,bored,0,0,0,0,0,0,0,0,0
Row 4202,444,loud,0,0,0,0,0,0,0,0,0
Row 4203,444,relaxed,1,0,1,0,1,1,0,0,0
Row 4204,444,sad,0,0,1,0,0,0,0,0,0
Row 4205,444,sentimental,0,1,0,1,0,1,0,0,0
Row 4206,444,slow,0,0,0,0,1,0,0,1,1
Row 4207,444,spiritual,0,0,0,1,1,1,0,1,0
Row 4208,445,driving,0,0,0,0,0,0,1,0,0
Row 4209,447,bored,0,0,0,0,0,0,0,0,0
Row 4210,447,celebratory,0,1,0,0,0,1,0,0,0
Row 4211,447,fun,1,0,0,0,0,1,1,0,1
Row 4212,447,good,0,0,0,1,0,0,0,0,0
Row 4213,447,hot,0,1,0,0,0,0,0,0,0
Row 4214,447,in_love,0,1,1,1,1,1,1,0,1
Row 4215,447,light_hearted,0,0,1,0,0,0,1,0,0
Row 4216,447,liked,0,0,1,0,0,0,0,0,0
Row 4217,447,loud,1,0,0,0,1,1,1,0,1
Row 4218,447,serene,0,0,0,0,0,1,0,0,0
Row 4219,447,sexual,1,1,1,0,1,1,1,1,1
Row 4220,447,smooth,0,0,0,0,0,0,1,0,0
Row 4221,447,sorry,,,,,,,,,
Row 4222,447,stylish,0,0,0,0,0,0,0,0,1
Row 4223,447,tragic,0,0,0,0,0,0,0,0,0
Row 4224,447,tranquil,0,0,0,1,0,0,0,0,0
Row 4225,448,delighted,0,0,1,0,0,0,0,0,0
Row 4226,448,dreamy,0,1,0,0,0,0,0,0,0
Row 4227,448,emotional,0,1,0,0,0,0,0,0,0
Row 4228,448,enthusiastic,1,0,1,0,0,0,0,1,0
Row 4229,448,free,0,0,0,0,0,0,1,1,0
Row 4230,448,glorious,0,1,0,0,0,0,0,0,0
Row 4231,448,liberated,0,0,0,0,0,0,1,0,0
Row 4232,448,motivational,1,0,0,0,0,0,1,0,0
Row 4233,448,passionate,0,1,0,0,0,0,0,0,0
Row 4234,448,rhythmical,0,0,0,0,0,0,1,1,0
Row 4235,448,romantic,0,1,0,0,0,0,0,0,0
Row 4236,448,sad,0,1,0,0,0,0,0,0,0
Row 4237,448,satisfied,0,1,0,1,0,0,0,0,0
Row 4238,448,sexy,0,0,1,0,0,0,0,0,0
Row 4239,448,spiritual,0,1,0,1,0,0,0,0,0
Row 4240,450,adorable,1,0,0,0,0,0,1,0,0
Row 4241,450,aggressive,1,0,0,0,0,0,0,0,0
Row 4242,450,amazed,1,0,0,0,0,0,1,0,0
Row 4243,450,angry,1,0,0,0,0,0,1,0,0
Row 4244,450,animated,1,0,0,0,0,0,1,0,0
Row 4245,450,bitchy,1,0,0,0,0,0,1,0,0
Row 4246,450,bored,1,0,0,0,0,0,0,0,0
Row 4247,450,celebratory,1,0,0,1,0,0,0,0,0
Row 4248,450,cool,1,0,0,0,0,0,1,0,0
Row 4249,450,dancing,1,0,0,0,0,0,1,0,0
Row 4250,450,deep,1,0,0,0,0,0,1,1,0
Row 4251,450,delighted,1,0,0,0,0,0,1,0,0
Row 4252,450,dreamy,0,0,0,0,0,0,1,0,0
Row 4253,450,driving,1,0,0,0,0,0,1,0,0
Row 4254,450,easy,1,0,0,0,0,0,1,0,0
Row 4255,450,elegant,1,0,1,0,0,0,1,0,0
Row 4256,450,emotional,0,0,0,0,0,0,1,0,0
Row 4257,450,encouraged,1,0,0,0,0,0,1,0,0
Row 4258,450,energetic,0,1,0,0,0,0,1,0,0
Row 4259,450,enthusiastic,1,0,0,0,0,0,1,0,0
Row 4260,450,euphoric,1,0,0,0,0,0,1,0,0
Row 4261,450,excited,0,0,1,1,0,0,1,0,0
Row 4262,450,fantastic,1,0,0,0,0,0,1,0,0
Row 4263,450,fast,1,0,0,0,0,0,1,0,0
Row 4264,450,free,1,0,0,0,0,0,1,0,0
Row 4265,450,friendly,1,0,1,0,0,0,0,0,0
Row 4266,450,fun,0,0,0,1,0,0,1,0,0
Row 4267,450,funny,0,0,0,0,0,0,0,1,0
Row 4268,450,furious,1,0,0,0,0,0,1,0,0
Row 4269,450,gentle,0,1,0,0,0,0,0,0,0
Row 4270,450,glorious,1,0,0,0,0,0,1,0,0
Row 4271,450,good,1,0,0,0,0,0,1,0,0
Row 4272,450,graceful,1,0,0,0,0,0,1,0,0
Row 4273,450,happy,0,0,1,1,0,0,0,0,0
Row 4274,450,heroic,0,1,0,0,1,0,0,0,0
Row 4275,450,hot,1,0,0,0,0,0,1,0,0
Row 4276,450,in_love,1,0,0,0,0,0,1,0,1
Row 4277,450,inspired,1,0,0,1,0,0,0,0,0
Row 4278,450,interested,1,0,0,0,0,0,1,0,0
Row 4279,450,joyful,1,0,0,0,0,0,1,0,0
Row 4280,450,jumpy,1,0,0,0,0,0,1,0,0
Row 4281,450,liberated,1,0,0,0,0,0,1,0,0
Row 4282,450,light_hearted,1,0,0,0,0,0,1,0,0
Row 4283,450,liked,1,0,0,0,0,0,1,0,0
Row 4284,450,loud,0,0,1,0,1,0,0,0,0
Row 4285,450,melancholic,1,0,0,0,0,0,1,0,0
Row 4286,450,moody,0,0,0,0,0,0,1,0,0
Row 4287,450,motivational,1,0,0,1,0,0,1,0,0
Row 4288,450,passionate,0,0,0,1,0,0,1,0,0
Row 4289,450,peaceful,0,1,0,0,0,0,0,0,0
Row 4290,450,playful,1,0,0,0,0,0,1,0,0
Row 4291,450,pleasant,1,0,0,0,0,0,1,0,0
Row 4292,450,positive,0,1,0,0,0,0,1,0,0
Row 4293,450,powerful,0,0,1,0,0,0,0,0,0
Row 4294,450,pulsating,1,0,0,0,0,0,1,0,0
Row 4295,450,reflective,1,0,0,0,0,0,1,0,0
Row 4296,450,relaxed,1,0,0,0,0,0,1,0,0
Row 4297,450,religious,1,0,0,0,0,0,1,0,0
Row 4298,450,repetitive,0,0,1,0,0,1,0,0,0
Row 4299,450,retro,1,0,0,0,0,0,1,0,0
Row 4300,450,rhythmical,1,0,0,0,0,0,1,0,0
Row 4301,450,romantic,1,0,0,0,0,0,1,0,0
Row 4302,450,sad,0,1,0,0,0,0,0,0,0
Row 4303,450,satisfied,0,0,1,1,0,0,1,0,0
Row 4304,450,sensual,1,0,0,0,0,0,1,0,0
Row 4305,450,sentimental,0,0,0,0,0,0,1,0,0
Row 4306,450,serene,1,0,0,1,0,0,0,0,0
Row 4307,450,sexual,1,0,0,0,0,0,1,0,0
Row 4308,450,sexy,1,0,0,0,0,0,1,0,0
Row 4309,450,slow,0,0,1,1,0,0,0,0,0
Row 4310,450,smooth,1,0,0,0,0,0,1,0,0
Row 4311,450,soft,0,1,0,0,0,0,0,0,0
Row 4312,450,sorry,0,0,0,0,0,0,0,0,0
Row 4313,450,spiritual,1,0,0,0,0,0,1,0,0
Row 4314,450,spontaneous,1,0,0,0,0,0,1,0,0
Row 4315,450,stimulated,0,0,0,0,0,0,0,1,0
Row 4316,450,strong,1,0,0,0,0,0,1,0,0
Row 4317,450,stylish,0,0,1,1,0,0,0,0,0
Row 4318,450,tranquil,1,0,0,0,0,0,1,0,0
Row 4319,450,uplifting,0,0,0,0,0,0,0,1,0
Row 4320,451,easy,0,0,0,0,0,0,1,0,0
Row 4321,451,encouraged,0,0,0,0,0,0,1,0,0
Row 4322,451,hot,0,0,0,0,0,0,1,0,1
Row 4323,451,joyful,0,1,0,0,0,0,1,0,0
Row 4324,451,liked,0,0,0,0,0,0,1,1,0
Row 4325,451,melancholic,0,0,0,0,0,0,1,0,0
Row 4326,451,relaxed,0,0,0,0,0,0,1,0,0
Row 4327,451,sexual,0,0,0,0,0,0,0,0,0
Row 4328,451,sexy,0,0,0,0,0,0,0,0,0
Row 4329,453,friendly,1,1,0,0,1,1,0,1,1
Row 4330,454,easy,0,0,0,0,0,1,1,1,0
Row 4331,455,amazed,1,0,0,0,0,0,0,0,0
Row 4332,455,emotional,1,1,0,0,0,1,1,0,0
Row 4333,455,encouraged,1,1,0,0,0,1,1,0,0
Row 4334,455,enthusiastic,1,0,1,1,1,1,1,1,1
Row 4335,455,epic,,,,,,,,,
Row 4336,455,euphoric,0,0,0,0,1,0,0,0,0
Row 4337,455,excited,,,,,,,,,
Row 4338,455,fantastic,1,0,0,0,1,1,1,1,0
Row 4339,455,festive,1,0,0,0,1,1,1,1,0
Row 4340,455,happy,1,0,0,0,1,1,1,1,0
Row 4341,455,heroic,,,,,,,,,
Row 4342,455,in_love,1,1,0,1,1,1,1,0,0
Row 4343,455,intense,0,0,0,0,1,1,0,1,0
Row 4344,455,joyful,1,0,0,0,1,1,1,1,1
Row 4345,455,motivational,1,1,0,1,1,1,1,0,1
Row 4346,455,nocturnal,,,,,,,,,
Row 4347,455,peaceful,1,1,0,1,1,1,1,1,1
Row 4348,455,reflective,0,1,0,1,0,0,0,0,0
Row 4349,455,repetitive,1,0,1,0,0,0,0,1,0
Row 4350,455,retro,1,0,0,0,1,1,1,0,0
Row 4351,455,satisfied,1,0,0,1,1,1,1,0,0
Row 4352,455,sensual,1,1,0,1,1,1,1,1,1
Row 4353,455,severe,,,,,,,,,
Row 4354,455,sexual,1,1,0,0,0,1,0,0,0
Row 4355,455,sexy,0,0,0,0,0,1,1,1,0
Row 4356,455,spiritual,1,1,0,1,0,1,1,0,0
Row 4357,455,stimulated,1,0,1,0,0,0,0,1,1
Row 4358,455,successful,,,,,,,,,
Row 4359,457,dramatic,0,0,0,0,1,1,0,0,0
Row 4360,459,bored,0,0,0,0,0,0,0,0,0
Row 4361,459,celebratory,0,1,0,0,1,1,0,0,0
Row 4362,459,jumpy,0,0,0,0,0,0,1,0,1
Row 4363,459,playful,1,0,1,0,1,0,1,0,0
Row 4364,459,repetitive,1,0,0,0,0,0,0,0,0
Row 4365,460,sorry,0,1,0,1,1,1,0,0,0
Row 4366,462,motivational,1,0,1,0,1,1,1,1,0
Row 4367,462,successful,0,0,0,0,1,0,1,1,0
Row 4368,464,dreamy,0,1,0,0,0,1,0,0,0
Row 4369,464,friendly,1,0,1,0,1,1,1,0,1
Row 4370,464,graceful,0,0,0,0,0,0,0,0,0
Row 4371,464,inspired,0,0,0,1,0,1,0,0,0
Row 4372,464,passionate,0,1,0,0,1,0,0,0,0
Row 4373,464,pleasant,0,1,0,1,1,0,0,0,0
Row 4374,464,rhythmical,0,0,1,0,0,0,0,1,1
Row 4375,464,sensual,0,0,0,0,0,0,0,0,0
Row 4376,464,strong,0,0,1,0,1,0,0,1,0
Row 4377,466,bitchy,1,0,1,0,0,0,1,1,0
Row 4378,466,dancing,1,1,0,0,0,0,1,1,0
Row 4379,466,euphoric,1,0,0,0,0,0,1,0,0
Row 4380,466,loud,1,0,1,0,1,0,1,0,1
Row 4381,467,adorable,0,0,1,0,0,0,0,0,0
Row 4382,467,animated,0,0,1,0,0,0,0,0,0
Row 4383,467,celebratory,0,0,0,0,0,0,0,1,0
Row 4384,467,cool,0,0,0,0,1,0,0,0,0
Row 4385,467,dancing,0,1,0,0,0,0,0,0,0
Row 4386,467,delighted,0,0,1,0,0,0,0,0,0
Row 4387,467,emotional,0,0,0,1,0,0,0,0,0
Row 4388,467,encouraged,0,0,1,0,0,0,0,0,0
Row 4389,467,epic,0,0,1,0,0,0,0,0,0
Row 4390,467,excited,0,0,1,0,0,0,0,0,0
Row 4391,467,hot,0,0,0,1,0,0,0,0,0
Row 4392,467,interested,0,1,0,0,0,0,0,0,0
Row 4393,467,liberated,0,1,0,0,0,0,0,0,0
Row 4394,467,relaxed,0,0,1,0,0,0,0,0,0
Row 4395,467,retro,1,0,0,0,0,0,0,0,0
Row 4396,467,satisfied,0,0,0,1,0,0,0,0,0
Row 4397,467,sensual,1,0,0,0,0,0,0,0,0
Row 4398,467,severe,0,0,0,0,1,0,0,0,0
Row 4399,467,soft,0,0,1,0,0,0,0,0,0
Row 4400,467,sorry,0,1,0,0,0,0,0,0,0
Row 4401,467,spiritual,0,1,0,0,0,0,0,0,0
Row 4402,467,successful,0,0,0,0,0,0,0,1,0
Row 4403,467,uplifting,0,0,1,0,0,0,0,0,0
Row 4404,471,fast,1,0,0,0,0,0,0,0,0
Row 4405,472,deep,0,1,0,1,0,0,0,0,0
Row 4406,473,friendly,0,0,0,0,0,0,0,0,1
Row 4407,473,repetitive,,,,,,,,,
Row 4408,473,spontaneous,,,,,,,,,
Row 4409,477,furious,0,1,0,0,0,0,0,0,0
Row 4410,478,amazed,0,1,0,1,0,1,0,0,0
Row 4411,478,bitchy,1,0,0,0,1,1,1,1,1
Row 4412,478,cool,1,1,0,1,1,1,1,1,1
Row 4413,478,dancing,1,0,0,0,1,0,0,1,1
Row 4414,478,delighted,0,0,0,1,0,0,0,0,0
Row 4415,478,easy,1,0,0,0,0,0,1,0,1
Row 4416,478,elegant,0,0,0,0,1,0,0,0,0
Row 4417,478,emotional,0,1,0,1,1,1,1,0,0
Row 4418,478,energetic,1,0,1,0,1,1,1,1,1
Row 4419,478,euphoric,0,0,1,0,1,1,0,1,0
Row 4420,478,fast,1,0,1,0,1,1,1,1,0
Row 4421,478,friendly,0,0,0,0,1,0,0,0,1
Row 4422,478,joyful,0,0,0,1,0,0,0,0,0
Row 4423,478,liberated,0,1,0,0,1,0,0,1,0
Row 4424,478,light_hearted,0,1,0,0,0,1,0,0,0
Row 4425,478,motivational,0,0,0,0,1,0,0,1,1
Row 4426,478,positive,1,0,1,0,1,1,1,1,0
Row 4427,478,rhythmical,1,0,1,0,1,0,1,1,1
Row 4428,478,sad,1,1,0,0,0,1,1,0,0
Row 4429,478,satisfied,1,1,0,1,1,1,1,1,1
Row 4430,478,severe,0,1,0,1,0,1,0,0,0
Row 4431,478,successful,0,0,1,0,1,1,0,1,1
Row 4432,478,tragic,0,1,0,1,0,1,0,0,0
Row 4433,478,tranquil,0,0,0,0,1,0,0,0,0
Row 4434,481,dramatic,0,0,0,0,0,1,0,0,0
Row 4435,481,tranquil,0,0,0,1,0,0,0,0,0
Row 4436,482,bitchy,0,0,1,0,0,0,0,1,1
Row 4437,482,cool,1,0,1,0,1,0,1,1,1
Row 4438,482,dancing,1,0,1,0,1,1,1,1,1
Row 4439,482,delighted,1,1,1,0,1,1,1,1,1
Row 4440,482,dramatic,0,1,1,0,1,1,1,0,1
Row 4441,482,encouraged,1,1,1,0,1,1,1,1,1
Row 4442,482,epic,0,1,1,1,1,1,1,0,0
Row 4443,482,fast,1,1,1,0,1,0,1,1,1
Row 4444,482,festive,0,1,1,0,1,1,0,0,1
Row 4445,482,friendly,1,1,1,0,1,0,1,0,1
Row 4446,482,inspired,1,1,1,1,1,1,1,0,0
Row 4447,482,intense,0,1,1,0,1,1,0,1,0
Row 4448,482,loud,1,0,1,0,1,0,1,1,0
Row 4449,482,repetitive,1,0,0,0,0,0,0,1,0
Row 4450,482,romantic,1,1,1,0,1,1,0,0,1
Row 4451,482,sentimental,0,1,1,0,1,1,0,0,0
Row 4452,482,slow,0,1,0,0,0,0,0,0,0
Row 4453,485,furious,0,0,0,0,0,0,1,1,0
Row 4454,485,passionate,0,1,0,0,0,0,0,1,0
Row 4455,485,serene,0,0,0,0,0,0,0,0,0
Row 4456,485,sexy,0,0,0,0,0,0,0,0,0
Row 4457,486,cool,0,0,1,0,0,0,0,0,0
Row 4458,486,energetic,0,0,1,0,0,0,0,0,0
Row 4459,486,friendly,0,0,1,0,0,0,0,0,0
Row 4460,486,gentle,0,0,0,1,0,1,0,0,0
Row 4461,486,inspired,0,0,1,0,0,0,0,0,0
Row 4462,486,reflective,0,0,0,0,0,0,0,1,0
Row 4463,486,stylish,,,,,,,,,
Row 4464,486,successful,0,1,0,1,1,1,0,0,0
Row 4465,490,funny,1,0,1,0,0,1,1,1,0
Row 4466,491,deep,,,,,,,,,
Row 4467,491,hot,0,1,0,0,0,0,0,1,0
Row 4468,491,in_love,0,1,0,0,0,0,0,1,0
Row 4469,491,nocturnal,0,1,0,0,0,0,0,1,0
Row 4470,491,religious,0,0,0,0,0,0,0,0,0
Row 4471,492,passionate,,,,,,,,,
Row 4472,493,adorable,1,1,1,1,0,0,1,0,0
Row 4473,494,adorable,0,1,0,1,1,1,0,1,0
Row 4474,496,elegant,0,0,0,1,0,0,0,0,1
Row 4475,499,spiritual,0,0,0,0,0,1,0,0,0
Row 4476,500,sorry,0,0,0,1,0,0,0,0,1
Row 4477,501,sorry,0,1,0,0,0,0,0,0,0
Row 4478,503,inspired,1,1,0,0,0,1,1,1,0
Row 4479,504,bored,1,0,0,0,0,0,0,0,0
Row 4480,504,emotional,1,1,0,0,0,0,1,0,0
Row 4481,504,melancholic,1,0,0,0,0,0,0,0,0
Row 4482,504,successful,0,0,1,1,0,1,0,0,0
Row 4483,505,nocturnal,0,1,1,1,1,1,0,0,1
Row 4484,506,tranquil,0,1,0,1,0,0,0,0,0
Row 4485,507,enthusiastic,0,0,0,0,1,1,1,1,1
Row 4486,507,festive,0,0,0,0,1,0,0,0,0
Row 4487,507,glorious,0,0,0,0,1,0,0,0,0
Row 4488,507,interested,0,0,0,0,1,1,0,0,1
Row 4489,507,loud,0,0,0,0,1,0,0,0,1
Row 4490,507,motivational,0,0,0,0,0,0,1,1,0
Row 4491,507,powerful,1,0,1,0,1,1,1,1,1
Row 4492,507,spontaneous,0,0,0,0,1,0,0,0,1
Row 4493,507,uplifting,1,0,1,0,1,1,1,1,1
Row 4494,512,happy,1,0,1,0,0,1,1,0,1
Row 4495,512,liberated,1,0,0,0,0,1,1,1,0
Row 4496,512,powerful,1,0,1,0,1,1,0,1,0
Row 4497,513,aggressive,0,0,0,0,1,0,0,0,0
Row 4498,513,dancing,0,0,0,0,0,0,0,1,1
Row 4499,513,driving,0,0,0,0,0,0,1,0,0
Row 4500,513,encouraged,0,0,0,1,0,0,0,1,0
Row 4501,513,playful,0,0,0,0,0,0,0,0,1
Row 4502,513,pulsating,1,0,0,0,0,0,0,1,1
Row 4503,513,rhythmical,0,0,0,0,0,0,0,1,0
Row 4504,513,sad,0,1,0,0,0,0,0,0,0
Row 4505,513,stimulated,1,0,1,0,0,0,1,1,0
Row 4506,514,amazed,0,0,0,1,0,0,0,0,0
Row 4507,514,romantic,1,0,0,0,0,0,0,0,0
Row 4508,515,furious,0,0,0,0,1,0,0,0,0
Row 4509,515,passionate,0,1,0,0,0,0,0,1,0
Row 4510,516,elegant,1,0,0,0,0,0,0,0,0
Row 4511,516,gentle,0,1,0,0,0,0,1,0,1
Row 4512,516,soft,1,0,0,1,0,1,0,0,0
Row 4513,517,fantastic,,,,,,,,,
Row 4514,518,energetic,1,0,1,0,0,1,0,0,0
Row 4515,518,gentle,0,0,0,1,0,0,0,0,0
Row 4516,518,good,1,0,0,0,0,0,1,0,0
Row 4517,518,graceful,1,0,0,0,0,0,0,1,1
Row 4518,518,interested,0,1,1,0,1,1,0,0,0
Row 4519,518,retro,0,0,1,0,1,0,0,0,0
Row 4520,518,romantic,1,1,0,1,1,1,0,0,1
Row 4521,518,successful,1,0,0,0,1,1,0,0,0
Row 4522,518,tragic,0,1,0,0,0,0,0,0,0
