"trackid","artistname","tracknumber","duration","artistid","tracktitle","releasetitle","releaseid"
39729073,"Lenny Kravitz",10,296,119,"Happy Birthday","Strut",3821143
39737647,"Peter Hollens",1,259,2076152,"Jai Ho","Jai Ho",3821960
39750230,"Plan B",4,240,14906,"Fanatica Sensual","Love and Sex",3823622
39750236,"Plan B",10,215,14906,"Soy Y Sere","Love and Sex",3823622
39776222,"Tinashe",9,221,328380,"All Hands On Deck","Aquarius",3827054
39780975,"FUTURE",10,116,330892,"Never Satisfied (feat. Drake)","Block Muzik, Vol. 22",3827691
39781956,"Nightcore",1,246,2234242,"And the Base Kicks","And the Base Kicks",3827919
39791194,"Poets Of The Fall",1,326,224473,"Daze","Jealous Gods",3828636
39793526,"Kwabs",1,214,2142509,"Walk","Walk",3828716
39811534,"Big Sean / E-40",1,285,2433680,"I Don't Fuck With You","I Don't Fuck With You",3830062
39827484,"Querbeat",1,245,850387,"Colonia Tropical","Cuba Colonia",3832205
39832924,"One Direction",1,227,1076111,"Steal My Girl","Steal My Girl",3832787
39864544,"I Don't Fly",2,268,2437802,"Really Dont Care (Demi Lovato Covers)","Really Dont Care",3835908
39869846,"Weezer",3,205,7516,"Eulogy For A Rock Band","Everything Will Be Alright In The End",3836659
39870330,"Underworld",6,596,1288,"Dirty Epic","Dubnobasswithmyheadman",3836693
39882490,"Trip Lee",14,308,1264161,"Sweet Victory","Rise",3837442
39898020,"Oasis",4,289,8329,"Don't Look Back In Anger","(What's The Story) Morning Glory? (Remastered)",3838591
39900481,"Alka Yagnik &amp; Salman Khan",7,367,2439006,"Chandi Ki Daal Par (From &quot;Hello Brother&quot;)","The Collection - Salman Khan",3838907
39905058,"Massari",6,275,20935,"Real Love","Massari",3839572
39908833,"Cosmin T Short",18,191,2439728,"Hai Aman (feat. Cosmin T Short)","Best of Adi De La Valcea",3839883
39928750,"Various Artists",1,243,209,"Tere Hoke Rehengay (From &quot;Raja Natwarlal&quot;)","Tere Ho Ke Rahenge &amp; Other Hits",3842605
39936513,"Hot Anime Songs Band",8,334,2246721,"Jiyuu No Tsubasa","Hot Anime Songs 4",3843327
39971024,"Diana Krall",1,197,13832,"California Dreamin'","Wallflower",3845553
39971029,"Diana Krall",2,212,13832,"Desperado","Wallflower",3845553
39971071,"Diana Krall",10,233,13832,"I'm Not In Love","Wallflower",3845553
39971631,"MAGIC!",2,225,2040858,"Rude","Hollyoaks - The Album",3845600
39971666,"Pharrell Williams",6,233,1389406,"Happy (From &quot;Despicable Me 2&quot;)","Hollyoaks - The Album",3845600
39971810,"Sia",19,216,6,"Chandelier","Hollyoaks - The Album",3845600
39971856,"Imagine Dragons",203,187,1184808,"Radioactive","Hollyoaks - The Album",3845600
39973928,"Fever Ray",1,227,270027,"If I Had a Heart","Fever Ray",3845759
39975081,"DJ Redbi",13,207,2081121,"When Love Takes Over","Tribute to David Getta",3845840
39988829,"Rasamaya",1,386,2442654,"Gallu Gallu","Telangana Galam",3847206
40009238,"Preslava Peicheva",3,426,2443228,"Midnight People","Midnight People",3849244
40020972,"Hozier",1,242,1968980,"Take Me To Church","Hozier",3850529
40042555,"Rama Krishna",1,371,2444757,"Jaya Jayahe Telangana","Jaya Jayahe Telangana",3853005
40050915,"Senser",1,312,22718,"States of Mind","Senser Stacked up XX",3854296
40092961,"Olly Murs",1,186,785015,"Wrapped Up","Wrapped Up",3857337
40098587,"Mozart",15,421,114941,"Polonaise in A-Flat Major, Op. 53, &quot;Heroic&quot;","Classical Music Legends - Mozart, Chopin and Bach",3857797
40106444,"Kiesza",4,269,1113663,"So Deep","Sound Of A Woman",3858631
40108307,"In Flames",3,256,14405,"Reflect The Storm","Come Clarity",3858834
40109169,"Florida Georgia Line",3,196,1358684,"Good Good","Anything Goes",3858915
40136486,"Flo Rida",1,190,91692,"GDFR (feat. Sage The Gemini &amp; Lookas)","GDFR (feat. Sage The Gemini &amp; Lookas)",3860868
40137342,"London Music Works",210,277,166348,"Drink up, Me Hearties (From &quot;Fluch der Karibik - Am Ende der Welt&quot;)","Die Musik von Hans Zimmer: Die ulmative Kollektion",3862598
40137368,"London Music Works",311,262,166348,"Now We Are Free (From &quot;Gladiator&quot;)","Die Musik von Hans Zimmer: Die ulmative Kollektion",3862598
40138498,"David Guetta",1,204,15219,"Dangerous (feat. Sam Martin)","Dangerous (feat. Sam Martin)",3862681
40163497,"Sisters Of Mercy",10,394,4012,"Emma","The Guest Original Motion Picture Soundtrack",3865183
40169700,"Aretha Franklin",2,240,1982,"Rolling In the Deep (The Aretha Version)","Aretha Franklin Sings The Great Diva Classics",3866012
40173131,"Enigma",2,249,14511,"Return To Innocence","Moods",3866469
40186719,"Slipknot",4,343,63344,"The Devil In I",".5: The Gray Chapter",3868030
40237970,"Lata Mangeshkar, Mohd Rafi",6,277,580260,"Jeevan Mein Piya Tera Saath Rahe (From &quot;Goonj Uthi Shehnai&quot;)","The Best of Lata Ever: 1950's",3873299
40249597,"Status Quo",19,190,358,"Don't Drive My Car","Aquostic (Stripped Bare)",3874276
40266176,"AC/DC",1,309,59363,"Hells Bells","Back In Black",3876668
40266213,"AC/DC",6,253,59363,"Back in Black","Back In Black",3876668
40266219,"AC/DC",7,208,59363,"You Shook Me All Night Long","Back In Black",3876668
40266244,"AC/DC",1,206,59363,"Highway to Hell","Highway to Hell",3876677
40266693,"AC/DC",8,361,59363,"Hells Bells (Live)","Live",3876718
40267143,"AC/DC",1,292,59363,"Thunderstruck","The Razors Edge",3876786
40301310,"Stevie Wonder",41,138,66,"La La La La La (Remastered)","50 R'n'B and Soul Classics",3880720
40307198,"Blackmore's Night",1,306,197016,"Shadow of the Moon","Shadow of the Moon",3881406
40322093,"Kishore Kumar",5,225,17717,"Roop Tera Mastana (From &quot;Aradhana&quot;)","Best of Kishore Kumar",3882500
40322094,"Kishore Kumar",6,257,17717,"Zindagi Ka Safar (From &quot;Safar&quot;)","Best of Kishore Kumar",3882500
40333683,"Luther Vandross",14,261,3624,"Power of Love / Love Power (Master Single Version)","The Greatest Hits",3883830
40336220,"FC-7",32,257,119409,"Smooth Criminal (Swing Club Ppx)","Tribute to MJ",3884131
40352639,"Annie Lennox",3,212,3299,"I Put A Spell On You","Nostalgia",3886086
40359061,"Sheppard",1,218,1410992,"Geronimo","Bombs Away",3886911
40373530,"Kandangi Selai",5,296,2459843,"Kandangi Selai","Aintham Thalaimurai Siddha Vaidhiya Sigamani",3888267
40417618,"MIDIFine Systems",5,289,541029,"Everyday (Originally Performed By Dave Mathews Band)","Best for Musicians No. 896 (Karaoke Version)",3894464
40421264,"Tiziano Ferro",1,215,985,"Senza Scappare Mai Più","Senza Scappare Mai PIù",3894792
40451182,"Umbali",7,255,2463397,"Thobela Morena","Iphumile Inombolo",3897813
40506927,"Meghan Trainor",1,183,2314730,"Lips Are Movin","Lips Are Movin",3903227
40517381,"Pitbull",1,192,11439,"Celebrate (From the Original Motion Picture &quot;Penguins of Madagascar&quot;)","Celebrate (From the Original Motion Picture &quot;Penguins of Madagascar&quot;)",3904078
40525314,"The Who",21,220,75,"Won't Get Fooled Again","The Who Hits 50",3904659
40525318,"The Who",201,300,75,"Baba O'Riley","The Who Hits 50",3904659
40550236,"Fred Hammond",1,433,64438,"Festival Of Praise","I Will Trust",3906649
40553639,"Simple Minds",7,310,16269,"Let The Day Begin","Big Music",3907316
40574607,"%u0422%u0438%u043D%u0430 %u041A%u0430%u0440%u043E%u043B%u044C",1,185,2170382,"%u041C%u044B %u043D%u0435 %u043E%u0441%u0442%u0430%u043D%u0435%u043C%u0441%u044F %u0434%u0440%u0443%u0437%u044C%u044F%u043C%u0438","%u041C%u044B %u043D%u0435 %u043E%u0441%u0442%u0430%u043D%u0435%u043C%u0441%u044F %u0434%u0440%u0443%u0437%u044C%u044F%u043C%u0438",3912740
40577305,"Survivor",10,245,37981,"Eye of the Tiger","The Essential Survivor",3912311
40578386,"The Twilight Sad",7,248,49773,"Nobody Wants To Be Here &amp; Nobody Wants To Leave","Nobody Wants To Be Here &amp; Nobody Wants To Leave",3913385
40580699,"Gwen Stefani",1,203,1059,"Baby Don't Lie","Baby Don't Lie",3913628
40584689,"John Legend",17,296,8368,"Dancing In The Dark (Live)","Love In The Future (Special Edition)",3913161
40588009,"Elvis Presley",4,179,2200,"Can't Help Falling in Love (Remastered)","100 Golden Greats",3914087
40588059,"Elvis Presley",54,157,2200,"G. I. Blues (From ''G. I. Blues'') [Remastered]","100 Golden Greats",3914087
40588073,"Elvis Presley",68,136,2200,"I Want to Be Free (Remastered)","100 Golden Greats",3914087
40632371,"Güner Donat",6,213,2469262,"Güzeldir Sevmek Sevilmek","Denizci Kaptandan Besteler 2",3912748
40659247,"Idina Menzel",1,224,15739,"Let It Go (From Disney's &quot;Frozen&quot;)","Now That's What I Call Disney",3918442
40659269,"Klaus Badelt",13,90,20131,"He's a Pirate (From Disney's ''Pirates of the Caribbean. The Curse of the Black Pearl'')","Now That's What I Call Disney",3918442
40659515,"Taylor Swift",2,232,253545,"Blank Space","1989",3918446
40659516,"Taylor Swift",3,231,253545,"Style","1989",3918446
40659519,"Taylor Swift",6,219,253545,"Shake It Off","1989",3918446
40659521,"Taylor Swift",8,212,253545,"Bad Blood","1989",3918446
40659524,"Taylor Swift",11,250,253545,"This Love","1989",3918446
40659534,"Taylor Swift",8,212,253545,"Bad Blood","1989",3918447
40659828,"Whitney Houston",3,263,1925,"I Will Always Love You (From &quot;The Bodyguard&quot;)","The Time of My Life",3918461
40670910,"Whitney Houston",3,242,1925,"How Will I Know (Live from The Brit Awards)","Whitney Houston Live: Her Greatest Performances",3919652
40670993,"Calvin Harris",5,219,49225,"Slow Acid","Motion",3919663
40670996,"Calvin Harris",6,226,49225,"Outside","Motion",3919663
40671020,"Calvin Harris",11,232,49225,"Pray to God","Motion",3919663
40691644,"ZAZ",11,246,201646,"J'aime Paris au mois de mai (en duo avec Charles Aznavour)","Paris",3922426
40704650,"Drowning Pool",2,202,37409,"Bodies","Sinner",3923712
40725763,"Soziedad Alkoholika",3,213,43350,"Cuando Nada, Vale Nada","¡No Intente Hacer Esto en Su Casa!",3925329
40744525,"Paperi T",1,205,2457799,"Sä jätät jäljen","Sä jätät jäljen",3926929
40775785,"Mamta Sharma, Kushi Murali",6,247,2477842,"Kevvu Keka","Gabbar Singh",3929951
40776959,"Tom Jones",18,214,9840,"Sex Bomb","Popular Song Covers - Vol. 1",3929999
40800473,"Wilco",206,188,4307,"Heavy Metal Drummer","What's Your 20? Essential Tracks 1994 - 2014",3932284
40802470,"Dilip Dholakia, Lata Mangeshkar, Prem Dhawan",4,220,2479123,"Hanste Raho","Saugandh",3932838
40803761,"Kishore Kumar",2,211,17717,"Meri Lottery Lag Jane Wali Hai","Holi Aaee Re",3933012
40804024,"Ravindra Jain, Mahendra Kapoor, Ranjeeta, Anand Bakshi, Master Bittu, Vidya Sinha, Sanjeev Kumar, Asrani",4,266,2479415,"Tere Naam Tere Naam","Pati Patni Aur Woh",3933062
40807771,"Foo Fighters",1,289,8293,"Something From Nothing","Sonic Highways",3933453
40810874,"In This Moment",6,378,83755,"Sexual Hallucination (feat. Brent Smith)","Black Widow",3933787
40816459,"YGB",5,231,525734,"Mama's Lil Man","lay it down",3934224
40824007,"Murray Gold",1,70,167033,"I.M. Foreman (From &quot;Doctor Who - The Day of The Doctor&quot;)","Doctor Who - The Day of The Doctor / The Time of The Doctor (Original Television Soundtrack)",3934892
40824032,"Murray Gold",15,68,167033,"Rescue the Doctor (From &quot;Doctor Who - The Day of The Doctor&quot;)","Doctor Who - The Day of The Doctor / The Time of The Doctor (Original Television Soundtrack)",3934892
40835952,"Suman Kalyanpur",1,195,55814,"Haan Maine Bhi Pyar Kiya","Boond Jo Ban Gayi Moti",3936060
40856803,"Chet Baker",8,140,8003,"My Funny Valentine (No. 1)","Chet Baker Sings: The Complete 1953-1962 Vocal Studio Recordings",3938112
40859620,"Footlose",1,30,2481546,"Footlose","Footlose",3938366
40861505,"Krizz Kaliko",8,300,406024,"Forgive Me (feat. Krizz Kaliko)","GoodFellaz",3938660
40869443,"Pink Floyd",8,104,447,"Side 3, Pt. 1: The Lost Art Of Conversation","The Endless River",3939439
40921264,"David Bowie",1,317,365,"Space Oddity (2009 Remastered Version)","Nothing Has Changed (The Best Of David Bowie)",3943459
40921368,"David Bowie",202,249,365,"Let's Dance (Single Version) [2014 Remastered Version]","Nothing Has Changed (The Best Of David Bowie)",3943459
40928898,"Natalie Smith",3,240,2484763,"I Drove All Night","Tribute to Cindy Lauper",3944444
40932806,"Space Music Orchestra",9,806,1018147,"Space Music","Space Sounds - Relaxing Sounds in Deep Space, Music &amp; Wave Frequencies for Relaxation",3945002
40956985,"Sounds Good",1,247,844496,"Bailando","Sing My Song Vol 20",3948246
40959021,"Röyksopp",8,302,10543,"Here She Comes Again","The Inevitable End",3948408
40964734,"Ed Sheeran",1,182,603309,"Thinking Out Loud (Alex Adair Remix)","Thinking Out Loud",3948836
40984456,"Pradeep Rangana",1,238,2486731,"Pem Sihine","Pem Sihine - Single",3950515
41011137,"Pitbull",1,184,11439,"Ah Leke","Globalization",3953073
41011156,"Pitbull",4,229,11439,"Time of Our Lives","Globalization",3953073
41011162,"Pitbull",5,192,11439,"Celebrate (From the Original Motion Picture &quot;Penguins of Madagascar&quot;)","Globalization",3953073
41011171,"Pitbull",6,240,11439,"Sexy Beaches","Globalization",3953073
41011203,"Pitbull",11,222,11439,"We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song]","Globalization",3953073
41019367,"Selena Gomez",1,227,298887,"The Heart Wants What It Wants","The Heart Wants What It Wants",3953846
41036680,"Depeche Mode",2,258,567,"Angel","Live in Berlin Soundtrack",3955466
41036687,"Depeche Mode",3,393,567,"Walking In My Shoes","Live in Berlin Soundtrack",3955466
41036701,"Depeche Mode",5,274,567,"Black Celebration","Live in Berlin Soundtrack",3955466
41036785,"Depeche Mode",203,447,567,"Enjoy The Silence","Live in Berlin Soundtrack",3955466
41036831,"Depeche Mode",208,407,567,"I Feel You","Live in Berlin Soundtrack",3955466
41037017,"Canary Breaks and Doublefacez",3,353,2489457,"I Got The Power","Back To The Funk",3955495
41051031,"Al Green",1,197,18776,"Let's Stay Together","Greatest Hits: The Best of Al Green",3957108
41053060,"James Bay",1,240,1873464,"Hold Back The River","Hold Back The River",3957518
41054649,"Olly Murs / Demi Lovato",16,224,2488239,"Up","Demi",3957750
41081213,"Rend Collective",9,67,2123638,"A Joyful Reprise","Campfire Christmas",3960149
41098883,"Frank Sinatra",1,157,2101,"Let It Snow! Let It Snow! Let It Snow!","Christmas Classics With Frank Sinatra",3961875
41098900,"Frank Sinatra",9,180,2101,"Christmas Dreaming","Christmas Classics With Frank Sinatra",3961875
41098906,"Frank Sinatra",13,125,2101,"Jingle Bells","Christmas Classics With Frank Sinatra",3961875
41123714,"The Plutons",21,393,2494706,"Paradise City (Originaly Performed by Guns'n'Roses)","Advanced Warfare Vol.2",3965263
41136710,"Runa Laila, Bhupinder",8,265,55740,"Do Deewane Shaher Mein (From &quot;Gharaonda&quot;)","Versatile Actor - Amol Palekar",3966525
41143505,"Manic Street Preachers",212,373,10651,"The Intense Humming of Evil (US Mix [Remastered])","The Holy Bible 20",3967196
41144890,"The Veronicas",9,230,22842,"You Ruin Me","The Veronicas",3967299
41148545,"Blonde",1,185,360409,"I Loved You  (feat. Melissa Steel)","I Loved You (feat. Melissa Steel)",3967546
41162809,"Windmill",6,271,83754,"Frozen Embryos","Above Duffle Farm",3966949
41177027,"David Guetta",1,204,15219,"Dangerous (feat. Sam Martin)","Listen",3970161
41177031,"David Guetta",2,207,15219,"What I did for Love (feat. Emeli Sandé)","Listen",3970161
41177035,"David Guetta",3,238,15219,"No Money no Love (feat. Elliphant &amp; Ms. Dynamite)","Listen",3970161
41177041,"David Guetta",4,204,15219,"Lovers on the Sun (feat. Sam Martin)","Listen",3970161
41177045,"David Guetta",5,229,15219,"Goodbye Friend (feat. The Script)","Listen",3970161
41177050,"David Guetta",6,238,15219,"Lift me up (feat. Nico &amp; Vinz, Ladysmith Black Mambazo)","Listen",3970161
41177059,"David Guetta",10,193,15219,"Hey Mama (feat. Nicki Minaj &amp; Afrojack)","Listen",3970161
41177061,"David Guetta",11,212,15219,"Sun Goes Down (feat. MAGIC! &amp; Sonny Wilson)","Listen",3970161
41177065,"David Guetta",13,189,15219,"I'll Keep Loving you (feat. Birdy &amp; Jaymes Young)","Listen",3970161
41177076,"David Guetta",18,201,15219,"Dangerous (feat. Sam Martin) [Robin Schulz Remix] [Radio Edit]","Listen",3970161
41184473,"One Direction",7,231,1076111,"Night Changes","FOUR",3970725
41187160,"Project 86",13,184,4470,"Nocturnal Gaze","Knives to the Future (Special Edition)",3970967
41189286,"Beyoncé",1,257,21453,"Pretty Hurts","BEYONCÉ",3971227
41189300,"Beyoncé",3,323,21453,"Drunk in Love","BEYONCÉ",3971227
41189318,"Beyoncé",6,319,21453,"Partition","BEYONCÉ",3971227
41189328,"Beyoncé",7,184,21453,"Jealous","BEYONCÉ",3971227
41189334,"Beyoncé",8,391,21453,"Rocket","BEYONCÉ",3971227
41189360,"Beyoncé",11,250,21453,"***Flawless","BEYONCÉ",3971227
41192239,"Flutist",1,232,2497856,"Energetic Techno Core","Energetic Techno Core",3971785
41209065,"Cliff Richard",6,119,717,"Bachelor Boy","The Best of Cliff Richard",3973771
41209395,"Go West",1,241,15503,"All Day, All Night (Live)","Go West Greatest Hits",3973865
41222751,"Marvin Gaye",3,611,27,"Sexual Healing (Live)","Marvin Gaye Greatest Hits",3973970
41231209,"Varios Artistas",7,229,29579,"Diamonds","Estrellas de la Música Electro Pop: Tributo a las Mejores Canciones y Grandes Éxitos de Rihana, Flo Rida, Shakira y Pitbull",3976436
41238892,"Various Artists",5,191,209,"Celebration (Celebrate Good Times Come On)","Disco Anthems 70's 80's: Great Dance Songs in English from the 1970's 1980's. Best of Top Album's Music Hits",3977191
41291826,"Manic Street Preachers",12,372,10651,"The Intense Humming of Evil (Remastered)","The Holy Bible 20 (Remastered)",3983317
41292275,"Harris Jayaraj",201,342,922376,"Danga Maari Oodhari (From &quot;Anegan&quot;)","Suryan FM Best of 2014",3983344
41326318,"%u041B%u0435%u043D%u0438%u043D%u0433%u0440%u0430%u0434",5,223,2037284,"%u041C%u0438%u043B%u043B%u0438%u043E%u043D %u0430%u043B%u044B%u0445 %u0440%u043E%u0437","%u041C%u0430%u0434%u0435 %u0438%u043D %u0436%u043E%u043F%u0430",3986095
41347585,"Baba Sehgal, Rita",5,258,2505694,"Jalsa Jalsa","Jalsa",3987936
41357703,"Maroon 5",3,201,222,"Moves Like Jagger (Radio Edit)","Now That's What I Call a Party",3988754
41358767,"Al Green",15,224,18776,"Take Me To The River","Greatest Hits: The Best of Al Green",3957108
41385227,"AC/DC",1,184,59363,"Rock or Bust","Rock or Bust",3988951
41385228,"AC/DC",2,167,59363,"Play Ball","Rock or Bust",3988951
41385233,"AC/DC",6,202,59363,"Got Some Rock &amp; Roll Thunder","Rock or Bust",3988951
41385234,"AC/DC",7,164,59363,"Hard Times","Rock or Bust",3988951
41385236,"AC/DC",9,162,59363,"Rock the House","Rock or Bust",3988951
41386369,"Bruce Springsteen",1,279,15122,"Born in the U.S.A.","Born in the U.S.A.",3991475
41386442,"Bruce Springsteen",10,255,15122,"Glory Days","Born in the U.S.A.",3991475
41419487,"Kygo",1,273,1895765,"Firestone","Firestone",3994720
41425679,"Take That",2,220,3216,"Let In The Sun","III",3995163
41427463,"Nick Cave &amp; The Bad Seeds",1,380,451,"Red Right Hand (Peaky Blinders Theme)","Red Right Hand Peaky Blinders",3995269
41440467,"Hubbard Brother's",2,487,2490488,"You Are God Alone (feat. Ronald I Hubbard)","Hubbard Brother's Family &amp; Friends Praise Fest 2000",3958004
41456931,"Chicago",31,228,4751,"Hard To Say I'm Sorry","The Love Song",3996950
41457332,"Usher",1,251,3117,"I Don't Mind","I Don't Mind",3996981
41457366,"Armin van Buuren",2,178,8685,"Ping Pong","A State Of Trance - Future Favorite Best Of 2014",3996986
41480691,"Scooter",2,235,40231,"Can't Stop the Hardcore","Can't Stop the Hardcore",3999331
